CLONEID	ACC	LLID	PHASE	NAME	Annotation	Name_Annot
IMAGE:796181	AA461110	2621	G2/M	GAS6 growth arrest-specific 6 Hs.78501	cell proliferation| signal transduction| | | | | | | | | | | | 	G2/M GAS6 growth arrest-specific 6 Hs.78501 AA461110 cell proliferation| signal transduction| | | | | | | | | | | | 
IMAGE:281585	N51201	996	G2/M	CDC27 cell division cycle 27 Hs.172405	cell proliferation| mitosis| nuclear division| cell cycle| | | | | | | | | | 	G2/M CDC27 cell division cycle 27 Hs.172405 N51201 cell proliferation| mitosis| nuclear division| cell cycle| | | | | | | | | | 
IMAGE:109708	T81764	996	G2/M	CDC27 cell division cycle 27 Hs.172405	cell proliferation| mitosis| nuclear division| cell cycle| | | | | | | | | | 	G2/M CDC27 cell division cycle 27 Hs.172405 T81764 cell proliferation| mitosis| nuclear division| cell cycle| | | | | | | | | | 
IMAGE:415102	W95001	995	G2	CDC25C cell division cycle 25C Hs.656	cell proliferation| control of mitosis| nuclear division| cell cycle control| cell cycle| cell cycle control| | | | | | | | 	G2 CDC25C cell division cycle 25C Hs.656 W95001 cell proliferation| control of mitosis| nuclear division| cell cycle control| cell cycle| cell cycle control| | | | | | | | 
IMAGE:435470	AA701502	5154	M/G1	PDGFA platelet-derived growth factor alpha polypeptide Hs.37040	cell proliferation| cell-cell signaling| signal transduction| | | | | | | | | | | 	M/G1 PDGFA platelet-derived growth factor alpha polypeptide Hs.37040 AA701502 cell proliferation| cell-cell signaling| signal transduction| | | | | | | | | | | 
IMAGE:359119	AA010065	1164	G2/M	CKS2 CDC2-Associted protein CKS2 Hs.83758	cell proliferation| cell cycle control| cell cycle| | | | | | | | | | | 	G2/M CKS2 CDC28 protein kinase 2 Hs.83758 AA010065 cell proliferation| cell cycle control| cell cycle| | | | | | | | | | | 
IMAGE:725454	AA292964	1164	G2/M	CKS2 CDC2-Associted protein CKS2 Hs.83758	cell proliferation| cell cycle control| cell cycle| | | | | | | | | | | 	G2/M CKS2 CDC28 protein kinase 2 Hs.83758 AA292964 cell proliferation| cell cycle control| cell cycle| | | | | | | | | | | 
IMAGE:452818	AA704809	6491	G2	SIL TAL1 (SCL) interrupting locus Hs.323032	cell proliferation| | | | | | | | | | | | | 	G2 SIL TAL1 (SCL) interrupting locus Hs.323032 AA704809 cell proliferation| | | | | | | | | | | | | 
IMAGE:784621	AA443316	3265	G1/S	HRAS v-Ha-ras Harvey rat sarcoma viral oncogene homolog Hs.37003	cell motility| cell motility| cell cycle control| signal transduction| developmental processes| cell shape and cell size control| | | | | | | | 	G1/S HRAS v-Ha-ras Harvey rat sarcoma viral oncogene homolog Hs.37003 AA443316 cell motility| cell motility| cell cycle control| signal transduction| developmental processes| cell shape and cell size control| | | | | | | | 
IMAGE:1561233	AA953842	9547	G2	"SCYB14 small inducible cytokine subfamily B (Cys-X-Cys), member 14 (BRAK) Hs.24395"	cell motility| cell communication| signal transduction| cell-cell signaling| cell communication| stress response| | | | | | | | 	"G2 SCYB14 small inducible cytokine subfamily B (Cys-X-Cys), member 14 (BRAK) Hs.24395 AA953842 cell motility| cell communication| signal transduction| cell-cell signaling| cell communication| stress response| | | | | | | | "
IMAGE:810452	AA457118	10953	G2/M	TOM34 translocase of outer mitochondrial membrane 34 Hs.76927	cell growth and/or maintenance| metabolism| | | | | | | | | | | | 	G2/M TOM34 translocase of outer mitochondrial membrane 34 Hs.76927 AA457118 cell growth and/or maintenance| metabolism| | | | | | | | | | | | 
IMAGE:2017415	AI369629	1058	G2/M	CENPA centromere protein A (17kD) Hs.1594	cell growth and/or maintenance| | | | | | | | | | | | | 	G2/M CENPA centromere protein A (17kD) Hs.1594 AI369629 cell growth and/or maintenance| | | | | | | | | | | | | 
IMAGE:713886	AA284856	1265	G2/M	CNN2 calponin 2 Hs.169718	cell growth and/or maintenance| | | | | | | | | | | | | 	G2/M CNN2 calponin 2 Hs.169718 AA284856 cell growth and/or maintenance| | | | | | | | | | | | | 
IMAGE:289551	N62761	8087	M/G1	"FXR1 fragile X mental retardation, autosomal homolog 1 Hs.82712"	cell death| transport| | | | | | | | | | | | 	"M/G1 FXR1 fragile X mental retardation, autosomal homolog 1 Hs.82712 N62761 cell death| transport| | | | | | | | | | | | "
IMAGE:591683	AA147214	1647	G2/M	"GADD45A growth arrest and DNA-damage-inducible, alpha Hs.80409"	cell death| DNA repair| stress response| developmental processes| cell cycle control| cell communication| cell cycle control| cell cycle control| cell cycle| | | | | 	"G2/M GADD45A growth arrest and DNA-damage-inducible, alpha Hs.80409 AA147214 cell death| DNA repair| stress response| developmental processes| cell cycle control| cell communication| cell cycle control| cell cycle control| cell cycle| | | | | "
IMAGE:727390	AA403083	5663	M/G1	PSEN1 presenilin 1 (Alzheimer disease 3) Hs.3260	cell death| chromosome segregation| cell growth and/or maintenance| | | | | | | | | | | 	M/G1 PSEN1 presenilin 1 (Alzheimer disease 3) Hs.3260 AA403083 cell death| chromosome segregation| cell growth and/or maintenance| | | | | | | | | | | 
IMAGE:309776	N94588	8837	G2/M	CFLAR CASP8 and FADD-like apoptosis regulator Hs.195175	cell death| cell death| | | | | | | | | | | | 	G2/M CFLAR CASP8 and FADD-like apoptosis regulator Hs.195175 N94588 cell death| cell death| | | | | | | | | | | | 
IMAGE:813714	AA453850	8837	G2	CFLAR CASP8 and FADD-like apoptosis regulator Hs.195175	cell death| cell death| | | | | | | | | | | | 	G2 CFLAR CASP8 and FADD-like apoptosis regulator Hs.195175 AA453850 cell death| cell death| | | | | | | | | | | | 
IMAGE:768260	AA424950	1869	G1/S	E2F1 E2F transcription factor 1 Hs.96055	cell death| cell cycle| cell proliferation| transcription| | | | | | | | | | 	G1/S E2F1 E2F transcription factor 1 Hs.96055 AA424950 cell death| cell cycle| cell proliferation| transcription| | | | | | | | | | 
IMAGE:823664	AA489619	10600	G2/M	USP16 ubiquitin specific protease 16 Hs.99819	cell cycle| protein degradation| metabolism| | | | | | | | | | | 	G2/M USP16 ubiquitin specific protease 16 Hs.99819 AA489619 cell cycle| protein degradation| metabolism| | | | | | | | | | | 
IMAGE:287749	N62245	8317	S phase	"CDC7L1 CDC7 (cell division cycle 7, S. cerevisiae, homolog)-like 1 Hs.28853"	cell cycle| DNA replication| cell cycle| DNA replication| cell cycle control| cell cycle| | | | | | | | 	"S phase CDC7L1 CDC7 (cell division cycle 7, S. cerevisiae, homolog)-like 1 Hs.28853 N62245 cell cycle| DNA replication| cell cycle| DNA replication| cell cycle control| cell cycle| | | | | | | | "
IMAGE:809530	AA456466	4171	G1/S	MCM2 minichromosome maintenance deficient (S. cerevisiae) 2 (mitotin) Hs.57101	cell cycle| DNA replication| cell cycle| DNA replication| | | | | | | | | | 	G1/S MCM2 minichromosome maintenance deficient (S. cerevisiae) 2 (mitotin) Hs.57101 AA456466 cell cycle| DNA replication| cell cycle| DNA replication| | | | | | | | | | 
IMAGE:898062	AA598776	991	G2/M	"CDC20 CDC20 (cell division cycle 20, S. cerevisiae, homolog) Hs.82906"	cell cycle| cell cycle control| protein degradation| metabolism| | | | | | | | | | 	"G2/M CDC20 CDC20 (cell division cycle 20, S. cerevisiae, homolog) Hs.82906 AA598776 cell cycle| cell cycle control| protein degradation| metabolism| | | | | | | | | | "
IMAGE:741841	AA402879	1663	G1/S	DDX11 DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 11 (S.cerevisiae CHL1-like helicase) Hs.27424	cell cycle| cell cycle control| cell cycle| chromosome segregation| mitosis| nuclear division| cell proliferation| | | | | | | 	G1/S DDX11 DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 11 (S.cerevisiae CHL1-like helicase) Hs.27424 AA402879 cell cycle| cell cycle control| cell cycle| chromosome segregation| mitosis| nuclear division| cell proliferation| | | | | | | 
IMAGE:1056214	AA621026	51343	G2	FZR1 Fzr1 protein Hs.268384	cell cycle control| protein degradation| metabolism| | | | | | | | | | | 	G2 FZR1 Fzr1 protein Hs.268384 AA621026 cell cycle control| protein degradation| metabolism| | | | | | | | | | | 
IMAGE:1456207	AI791356	51343	G2	FZR1 Fzr1 protein Hs.268384	cell cycle control| protein degradation| metabolism| | | | | | | | | | | 	G2 FZR1 Fzr1 protein Hs.268384 AI791356 cell cycle control| protein degradation| metabolism| | | | | | | | | | | 
IMAGE:809731	AA455509	4335	G1/S	MNT MAX binding protein Hs.25497	cell cycle control| cell proliferation| developmental processes| transcription| cell proliferation| | | | | | | | | 	G1/S MNT MAX binding protein Hs.25497 AA455509 cell cycle control| cell proliferation| developmental processes| transcription| cell proliferation| | | | | | | | | 
IMAGE:1915416	AI311067	1022	M/G1	CDK7 cyclin-dependent kinase 7 (homolog of Xenopus MO15 cdk-activating kinase) Hs.184298	cell cycle control| cell proliferation| cell cycle control| cell cycle| transcription| | | | | | | | | 	M/G1 CDK7 cyclin-dependent kinase 7 (homolog of Xenopus MO15 cdk-activating kinase) Hs.184298 AI311067 cell cycle control| cell proliferation| cell cycle control| cell cycle| transcription| | | | | | | | | 
IMAGE:130242	R22624	1022	M/G1	CDK7 cyclin-dependent kinase 7 (homolog of Xenopus MO15 cdk-activating kinase) Hs.184298	cell cycle control| cell proliferation| cell cycle control| cell cycle| transcription| | | | | | | | | 	M/G1 CDK7 cyclin-dependent kinase 7 (homolog of Xenopus MO15 cdk-activating kinase) Hs.184298 R22624 cell cycle control| cell proliferation| cell cycle control| cell cycle| transcription| | | | | | | | | 
IMAGE:810899	AA459522	1163	G2/M	CKS1 CDC2-Associted protein CKS1 Hs.77550	cell cycle control| cell proliferation| cell cycle control| cell cycle| | | | | | | | | | 	G2/M CKS1 CDC28 protein kinase 1 Hs.77550 AA459522 cell cycle control| cell proliferation| cell cycle control| cell cycle| | | | | | | | | | 
IMAGE:703633	AA278629	1163	G2	CKS1 CDC2-Associted protein CKS1 Hs.77550	cell cycle control| cell proliferation| cell cycle control| cell cycle| | | | | | | | | | 	G2 CKS1 CDC28 protein kinase 1 Hs.77550 AA278629 cell cycle control| cell proliferation| cell cycle control| cell cycle| | | | | | | | | | 
IMAGE:281898	N53308	1163	G2	CKS1 CDC2-Associted protein CKS1 Hs.77550	cell cycle control| cell proliferation| cell cycle control| cell cycle| | | | | | | | | | 	G2 CKS1 CDC28 protein kinase 1 Hs.77550 N53308 cell cycle control| cell proliferation| cell cycle control| cell cycle| | | | | | | | | | 
IMAGE:510228	AA053556	4288	G2/M	MKI67 antigen identified by monoclonal antibody Ki-67 Hs.80976	cell cycle control| cell proliferation| | | | | | | | | | | | 	G2/M MKI67 antigen identified by monoclonal antibody Ki-67 Hs.80976 AA053556 cell cycle control| cell proliferation| | | | | | | | | | | | 
IMAGE:769513	AA425973	4288	G2/M	MKI67 antigen identified by monoclonal antibody Ki-67 Hs.80976	cell cycle control| cell proliferation| | | | | | | | | | | | 	G2/M MKI67 antigen identified by monoclonal antibody Ki-67 Hs.80976 AA425973 cell cycle control| cell proliferation| | | | | | | | | | | | 
IMAGE:366057	AA071514	993	G1/S	CDC25A cell division cycle 25A Hs.1634	cell cycle control| cell cycle control| cell cycle| | | | | | | | | | | 	G1/S CDC25A cell division cycle 25A Hs.1634 AA071514 cell cycle control| cell cycle control| cell cycle| | | | | | | | | | | 
IMAGE:1541659	AA913262	993	G1/S	CDC25A cell division cycle 25A Hs.1634	cell cycle control| cell cycle control| cell cycle| | | | | | | | | | | 	G1/S CDC25A cell division cycle 25A Hs.1634 AA913262 cell cycle control| cell cycle control| cell cycle| | | | | | | | | | | 
IMAGE:127510	R09063	993	G1/S	CDC25A cell division cycle 25A Hs.1634	cell cycle control| cell cycle control| cell cycle| | | | | | | | | | | 	G1/S CDC25A cell division cycle 25A Hs.1634 R09063 cell cycle control| cell cycle control| cell cycle| | | | | | | | | | | 
IMAGE:809828	NM_001951	1875	G2/M	"E2F5 E2F transcription factor 5, p130-binding Hs.2331 AA455521 E2F-5=pRB-binding transcription factor "	cell cycle control| | | | | | | | | | | | | 	"G2/M E2F5 E2F transcription factor 5, p130-binding Hs.2331 AA455521 E2F-5=pRB-binding transcription factor  NM_001951 cell cycle control| | | | | | | | | | | | | "
IMAGE:455128	AA676797	899	G2	CCNF cyclin F Hs.1973	cell cycle control| | | | | | | | | | | | | 	G2 CCNF cyclin F Hs.1973 AA676797 cell cycle control| | | | | | | | | | | | | 
IMAGE:1564300	AA973283	8841	G2	HDAC3 histone deacetylase 3 Hs.279789	cell cycle control| | | | | | | | | | | | | 	G2 HDAC3 histone deacetylase 3 Hs.279789 AA973283 cell cycle control| | | | | | | | | | | | | 
IMAGE:253009	H88588	8841	G2	HDAC3 histone deacetylase 3 Hs.279789	cell cycle control| | | | | | | | | | | | | 	G2 HDAC3 histone deacetylase 3 Hs.279789 H88588 cell cycle control| | | | | | | | | | | | | 
IMAGE:307553	N95249	3845	M/G1	KRAS2 v-Ki-ras2 Kirsten rat sarcoma 2 viral oncogene homolog Hs.184050	cell cycle control| | | | | | | | | | | | | 	M/G1 KRAS2 v-Ki-ras2 Kirsten rat sarcoma 2 viral oncogene homolog Hs.184050 N95249 cell cycle control| | | | | | | | | | | | | 
IMAGE:564803	AA136566	2305	G2/M	FOXM1 forkhead box M1 Hs.239	cell communication| stress response| transcription| | | | | | | | | | | 	G2/M FOXM1 forkhead box M1 Hs.239 AA136566 cell communication| stress response| transcription| | | | | | | | | | | 
IMAGE:1554727	AA913304	3298	G1/S	HSF2 heat shock transcription factor 2 Hs.158195	cell communication| stress response| transcription| | | | | | | | | | | 	G1/S HSF2 heat shock transcription factor 2 Hs.158195 AA913304 cell communication| stress response| transcription| | | | | | | | | | | 
IMAGE:666128	AA233663	1675	G2	DF D component of complement (adipsin) Hs.155597	cell communication| stress response| protein degradation| metabolism| | | | | | | | | | 	G2 DF D component of complement (adipsin) Hs.155597 AA233663 cell communication| stress response| protein degradation| metabolism| | | | | | | | | | 
IMAGE:2151705	AI459915	3110	G1/S	HLXB9 homeo box HB9 Hs.37035	cell communication| stress response| developmental processes| transcription| | | | | | | | | | 	G1/S HLXB9 homeo box HB9 Hs.37035 AI459915 cell communication| stress response| developmental processes| transcription| | | | | | | | | | 
IMAGE:768496	AA425028	10148	G2	EBI3 Epstein-Barr virus induced gene 3 Hs.185705	cell communication| stress response| cell communication| stress response| | | | | | | | | | 	G2 EBI3 Epstein-Barr virus induced gene 3 Hs.185705 AA425028 cell communication| stress response| cell communication| stress response| | | | | | | | | | 
IMAGE:204335	NM_013230	934	M/G1	CD24 antigen (small cell lung carcinoma cluster 4 antigen) Hs.286124 H59915  	cell communication| stress response| | | | | | | | | | | | 	M/G1 CD24 antigen (small cell lung carcinoma cluster 4 antigen) Hs.286124 H59915   NM_013230 cell communication| stress response| | | | | | | | | | | | 
IMAGE:868652	AA664406	721	M/G1	C4B complement component 4B Hs.278625	cell communication| stress response| | | | | | | | | | | | 	M/G1 C4B complement component 4B Hs.278625 AA664406 cell communication| stress response| | | | | | | | | | | | 
IMAGE:730555	AA435948	3337	G2/M	"DNAJB1 DnaJ (Hsp40) homolog, subfamily B, member 1 Hs.82646"	cell communication| stress response| | | | | | | | | | | | 	"G2/M DNAJB1 DnaJ (Hsp40) homolog, subfamily B, member 1 Hs.82646 AA435948 cell communication| stress response| | | | | | | | | | | | "
IMAGE:810787	AA481758	3337	G2	"DNAJB1 DnaJ (Hsp40) homolog, subfamily B, member 1 Hs.82646"	cell communication| stress response| | | | | | | | | | | | 	"G2 DNAJB1 DnaJ (Hsp40) homolog, subfamily B, member 1 Hs.82646 AA481758 cell communication| stress response| | | | | | | | | | | | "
IMAGE:132203	R26390	5611	G1/S	"DNAJC3 DnaJ (Hsp40) homolog, subfamily C, member 3 Hs.9683"	cell communication| protein metabolism and modification| metabolism| | | | | | | | | | | 	"G1/S DNAJC3 DnaJ (Hsp40) homolog, subfamily C, member 3 Hs.9683 R26390 cell communication| protein metabolism and modification| metabolism| | | | | | | | | | | "
IMAGE:841332	AA487634	397	G2/M	ARHGDIB Rho GDP dissociation inhibitor (GDI) beta Hs.83656	cell communication| developmental processes| cell adhesion| signal transduction| obsolete| | | | | | | | | 	G2/M ARHGDIB Rho GDP dissociation inhibitor (GDI) beta Hs.83656 AA487634 cell communication| developmental processes| cell adhesion| signal transduction| obsolete| | | | | | | | | 
IMAGE:246246	N59396	729	G2/M	C6 complement component 6 Hs.1282	cell communication| cell communication| stress response| cell communication| stress response| | | | | | | | | 	G2/M C6 complement component 6 Hs.1282 N59396 cell communication| cell communication| stress response| cell communication| stress response| | | | | | | | | 
IMAGE:281145	N50959	314	M/G1	"AOC2 amine oxidase, copper containing 2 (retina-specific) Hs.143102"	cell communication| amino acid and derivative metabolism| | | | | | | | | | | | 	"M/G1 AOC2 amine oxidase, copper containing 2 (retina-specific) Hs.143102 N50959 cell communication| amino acid and derivative metabolism| | | | | | | | | | | | "
